code;name;credits;prerequisites;corequisites;group_number;professor;day;start_hour;start_minute;end_hour;end_minute
QU1107;Quimica basica II;3;QU1106;QU1104;11;VARGAS CAMARENO MARICRUZ;MIE;13;0;14;50
QU1107;Quimica basica II;3;QU1106;QU1104;11;VARGAS CAMARENO MARICRUZ;VIE;13;0;14;50
FI1101;Fisica general I;3;;MA1102;1;CAMBRONERO CORDERO MICHAEL;MIE;9;30;11;20
FI1101;Fisica general I;3;;MA1102;1;CAMBRONERO CORDERO MICHAEL;VIE;9;30;11;20
FI1101;Fisica general I;3;;MA1102;2;CORRALES QUESADA ESTEBAN;MAR;15;0;16;50
FI1101;Fisica general I;3;;MA1102;2;CORRALES QUESADA ESTEBAN;JUE;15;0;16;50
FI1101;Fisica general I;3;;MA1102;3;CORRALES QUESADA ESTEBAN;MAR;17;0;18;50
FI1101;Fisica general I;3;;MA1102;3;CORRALES QUESADA ESTEBAN;JUE;17;0;18;50
FI1101;Fisica general I;3;;MA1102;4;ELIZONDO ZUÑIGA JENNIFER;MAR;9;30;11;20
FI1101;Fisica general I;3;;MA1102;4;ELIZONDO ZUÑIGA JENNIFER;JUE;9;30;11;20
FI1101;Fisica general I;3;;MA1102;5;ELIZONDO ZUÑIGA JENNIFER;MAR;13;0;14;50
FI1101;Fisica general I;3;;MA1102;5;ELIZONDO ZUÑIGA JENNIFER;JUE;13;0;14;50
FI1101;Fisica general I;3;;MA1102;6;MONTERO ZELEDON ERNESTO;MIE;9;30;11;20
FI1101;Fisica general I;3;;MA1102;6;MONTERO ZELEDON ERNESTO;VIE;9;30;11;20
FI1101;Fisica general I;3;;MA1102;7;MOYA SERRANO ROY DAVID;MIE;7;30;9;20
FI1101;Fisica general I;3;;MA1102;7;MOYA SERRANO ROY DAVID;VIE;7;30;9;20
FI1101;Fisica general I;3;;MA1102;8;MURILLO SALAZAR DENNIS;MAR;7;30;9;20
FI1101;Fisica general I;3;;MA1102;8;MURILLO SALAZAR DENNIS;JUE;7;30;9;20
FI1101;Fisica general I;3;;MA1102;9;MURILLO ZUMBADO GUSTAVO;MAR;7;30;9;20
FI1101;Fisica general I;3;;MA1102;9;MURILLO ZUMBADO GUSTAVO;JUE;7;30;9;20
FI1101;Fisica general I;3;;MA1102;10;PINEDA LIZANO JUAN JOSE;MAR;9;30;11;20
FI1101;Fisica general I;3;;MA1102;10;PINEDA LIZANO JUAN JOSE;JUE;9;30;11;20
FI1101;Fisica general I;3;;MA1102;11;PINEDA LIZANO JUAN JOSE;MAR;15;0;16;50
FI1101;Fisica general I;3;;MA1102;11;PINEDA LIZANO JUAN JOSE;JUE;15;0;16;50
FI1101;Fisica general I;3;;MA1102;12;ROJAS PEREZ FRANCISCO;MAR;9;30;11;20
FI1101;Fisica general I;3;;MA1102;12;ROJAS PEREZ FRANCISCO;JUE;9;30;11;20
FI1101;Fisica general I;3;;MA1102;13;ROJAS PEREZ FRANCISCO;MIE;15;0;16;50
FI1101;Fisica general I;3;;MA1102;13;ROJAS PEREZ FRANCISCO;VIE;15;0;16;50
FI1101;Fisica general I;3;;MA1102;14;SEGURA ZARATE ANA YANCY;MIE;9;30;11;20
FI1101;Fisica general I;3;;MA1102;14;SEGURA ZARATE ANA YANCY;VIE;9;30;11;20
FI1101;Fisica general I;3;;MA1102;15;SEGURA ZARATE ANA YANCY;MIE;13;0;14;50
FI1101;Fisica general I;3;;MA1102;15;SEGURA ZARATE ANA YANCY;VIE;13;0;14;50
FI1101;Fisica general I;3;;MA1102;16;SEGURA ZARATE ANA YANCY;MIE;17;0;18;50
FI1101;Fisica general I;3;;MA1102;16;SEGURA ZARATE ANA YANCY;VIE;17;0;18;50
FI1101;Fisica general I;3;;MA1102;17;VARGAS BLANCO IVAN;MAR;13;0;14;50
FI1101;Fisica general I;3;;MA1102;17;VARGAS BLANCO IVAN;JUE;13;0;14;50
FI1201;Laboratorio fisica general I;1;;FI1101;1;ALFARO ALVARADO JOSE ABRAHAN;JUE;7;30;9;20
FI1201;Laboratorio fisica general I;1;;FI1101;2;ALFARO ALVARADO JOSE ABRAHAN;JUE;17;0;18;50
FI1201;Laboratorio fisica general I;1;;FI1101;3;CAMBRONERO CORDERO MICHAEL;MIE;15;0;16;50
FI1201;Laboratorio fisica general I;1;;FI1101;4;CAMBRONERO CORDERO MICHAEL;MIE;17;0;18;50
FI1201;Laboratorio fisica general I;1;;FI1101;5;CAMPOS RODRIGUEZ MELANIA;MAR;13;0;14;50
FI1201;Laboratorio fisica general I;1;;FI1101;6;CAMPOS RODRIGUEZ MELANIA;MAR;15;0;16;50
FI1201;Laboratorio fisica general I;1;;FI1101;7;CORRALES QUESADA ESTEBAN;MIE;17;0;18;50
FI1201;Laboratorio fisica general I;1;;FI1101;8;CORRALES QUESADA ESTEBAN;VIE;13;0;14;50
FI1201;Laboratorio fisica general I;1;;FI1101;9;ELIZONDO ZUÑIGA JENNIFER;MIE;9;30;11;20
FI1201;Laboratorio fisica general I;1;;FI1101;10;JIMENEZ CARBALLO CARLOS ADRIAN;MAR;9;30;11;20
FI1201;Laboratorio fisica general I;1;;FI1101;11;JIMENEZ CARBALLO CARLOS ADRIAN;MIE;9;30;11;20
FI1201;Laboratorio fisica general I;1;;FI1101;12;MAYORGA ESPINOZA CARLOS;MIE;13;0;14;50
FI1201;Laboratorio fisica general I;1;;FI1101;13;MONTERO ZELEDON ERNESTO;JUE;9;30;11;20
FI1201;Laboratorio fisica general I;1;;FI1101;14;MORALES MUÑOZ WALTER;JUE;15;0;16;50
FI1201;Laboratorio fisica general I;1;;FI1101;15;MORALES MUÑOZ WALTER;VIE;7;30;9;20
FI1201;Laboratorio fisica general I;1;;FI1101;16;MORALES MUÑOZ WALTER;VIE;9;30;11;20
FI1201;Laboratorio fisica general I;1;;FI1101;17;MORALES MUÑOZ WALTER;JUE;13;0;14;50
FI1201;Laboratorio fisica general I;1;;FI1101;18;OREAMUNO MADRIZ RAFAEL;MAR;13;0;14;50
FI1201;Laboratorio fisica general I;1;;FI1101;19;PEREZ HIDALGO JOSE ESTEBAN;MIE;7;30;9;20
FI1201;Laboratorio fisica general I;1;;FI1101;20;SEGURA CARVAJAL MARCOS;MAR;17;0;18;50
FI1201;Laboratorio fisica general I;1;;FI1101;21;SEGURA CARVAJAL MARCOS;MIE;15;0;16;50
FI1201;Laboratorio fisica general I;1;;FI1101;22;SEGURA CARVAJAL MARCOS;JUE;17;0;18;50
FI1201;Laboratorio fisica general I;1;;FI1101;23;SEVILLA QUESADA EVAR;MAR;7;30;9;20
FI1201;Laboratorio fisica general I;1;;FI1101;24;SOLANO PIEDRA RICARDO ADOLFO;MAR;9;30;11;20
FI1201;Laboratorio fisica general I;1;;FI1101;25;SOLANO PIEDRA RICARDO ADOLFO;JUE;9;30;11;20
FI1102;Fisica general II;3;FI1101;MA1102;1;AMADOR JARA ALVARO;MAR;9;30;11;20
FI1102;Fisica general II;3;FI1101;MA1102;1;AMADOR JARA ALVARO;JUE;9;30;11;20
FI1102;Fisica general II;3;FI1101;MA1102;2;CORRALES QUESADA ESTEBAN;MIE;15;0;16;50
FI1102;Fisica general II;3;FI1101;MA1102;2;CORRALES QUESADA ESTEBAN;VIE;15;0;16;50
FI1102;Fisica general II;3;FI1101;MA1102;3;LOBO ZAMORA JUAN CARLOS;MAR;7;30;9;20
FI1102;Fisica general II;3;FI1101;MA1102;3;LOBO ZAMORA JUAN CARLOS;JUE;7;30;9;20
FI1102;Fisica general II;3;FI1101;MA1102;4;MURILLO ZUMBADO GUSTAVO;MIE;7;30;9;20
FI1102;Fisica general II;3;FI1101;MA1102;4;MURILLO ZUMBADO GUSTAVO;VIE;7;30;9;20
FI1102;Fisica general II;3;FI1101;MA1102;5;MURILLO ZUMBADO GUSTAVO;MAR;9;30;11;20
FI1102;Fisica general II;3;FI1101;MA1102;5;MURILLO ZUMBADO GUSTAVO;JUE;9;30;11;20
FI1102;Fisica general II;3;FI1101;MA1102;6;OREAMUNO MADRIZ RAFAEL;MIE;13;0;14;50
FI1102;Fisica general II;3;FI1101;MA1102;6;OREAMUNO MADRIZ RAFAEL;VIE;13;0;14;50
FI1102;Fisica general II;3;FI1101;MA1102;7;PEREZ HIDALGO JOSE ESTEBAN;MIE;9;30;11;20
FI1102;Fisica general II;3;FI1101;MA1102;7;PEREZ HIDALGO JOSE ESTEBAN;VIE;9;30;11;20
FI1102;Fisica general II;3;FI1101;MA1102;8;PINEDA LIZANO JUAN JOSE;MAR;17;0;18;50
FI1102;Fisica general II;3;FI1101;MA1102;8;PINEDA LIZANO JUAN JOSE;JUE;17;0;18;50
FI1102;Fisica general II;3;FI1101;MA1102;9;PINEDA LIZANO JUAN JOSE;MAR;13;0;14;50
FI1102;Fisica general II;3;FI1101;MA1102;9;PINEDA LIZANO JUAN JOSE;JUE;13;0;14;50
FI1102;Fisica general II;3;FI1101;MA1102;10;SOTO CHINCHILLA YERRY;MAR;7;30;9;20
FI1102;Fisica general II;3;FI1101;MA1102;10;SOTO CHINCHILLA YERRY;JUE;7;30;9;20
FI1102;Fisica general II;3;FI1101;MA1102;11;VARGAS BLANCO IVAN;MAR;9;30;11;20
FI1102;Fisica general II;3;FI1101;MA1102;11;VARGAS BLANCO IVAN;JUE;9;30;11;20
FI1202;Laboratorio fisica general II;1;FI1201;FI1102;1;ARAYA SOLANO LUIS ALONSO;MAR;9;30;11;20
FI1202;Laboratorio fisica general II;1;FI1201;FI1102;2;ARAYA SOLANO LUIS ALONSO;MAR;13;0;14;50
FI1202;Laboratorio fisica general II;1;FI1201;FI1102;3;JIMENEZ CARBALLO CARLOS ADRIAN;MIE;7;30;9;20
FI1202;Laboratorio fisica general II;1;FI1201;FI1102;4;MORALES MUÑOZ WALTER;JUE;9;30;11;20
FI1202;Laboratorio fisica general II;1;FI1201;FI1102;5;MORALES MUÑOZ WALTER;VIE;13;0;14;50
FI1202;Laboratorio fisica general II;1;FI1201;FI1102;6;MURILLO ZUMBADO GUSTAVO;MIE;9;30;11;20
FI1202;Laboratorio fisica general II;1;FI1201;FI1102;7;OREAMUNO MADRIZ RAFAEL;MIE;15;0;16;50
FI1202;Laboratorio fisica general II;1;FI1201;FI1102;8;ROJAS ROJAS LAURA;MIE;13;0;14;50
FI1202;Laboratorio fisica general II;1;FI1201;FI1102;9;SEVILLA QUESADA EVAR;MAR;17;0;18;50
FI2103;Fisica general III;3;FI1101|MA1102;;1;ARAYA SOLANO LUIS ALONSO;MAR;15;0;16;50
FI2103;Fisica general III;3;FI1101|MA1102;;1;ARAYA SOLANO LUIS ALONSO;JUE;15;0;16;50
FI2103;Fisica general III;3;FI1101|MA1102;;2;FONT CRUZ EDUARDO;MAR;17;0;18;50
FI2103;Fisica general III;3;FI1101|MA1102;;2;FONT CRUZ EDUARDO;JUE;17;0;18;50
FI2103;Fisica general III;3;FI1101|MA1102;;3;GUTIERREZ CHAVES CARLOS ROBERTO;MIE;15;0;16;50
FI2103;Fisica general III;3;FI1101|MA1102;;3;GUTIERREZ CHAVES CARLOS ROBERTO;VIE;15;0;16;50
FI2103;Fisica general III;3;FI1101|MA1102;;4;LOBO ZAMORA JUAN CARLOS;MAR;13;0;14;50
FI2103;Fisica general III;3;FI1101|MA1102;;4;LOBO ZAMORA JUAN CARLOS;JUE;13;0;14;50
FI2103;Fisica general III;3;FI1101|MA1102;;5;LOBO ZAMORA JUAN CARLOS;MAR;9;30;11;20
FI2103;Fisica general III;3;FI1101|MA1102;;5;LOBO ZAMORA JUAN CARLOS;JUE;9;30;11;20
FI2103;Fisica general III;3;FI1101|MA1102;;6;MONTERO ZELEDON ERNESTO;MAR;7;30;9;20
FI2103;Fisica general III;3;FI1101|MA1102;;6;MONTERO ZELEDON ERNESTO;JUE;7;30;9;20
FI2103;Fisica general III;3;FI1101|MA1102;;7;OREAMUNO MADRIZ RAFAEL;MIE;9;30;11;20
FI2103;Fisica general III;3;FI1101|MA1102;;7;OREAMUNO MADRIZ RAFAEL;VIE;9;30;11;20
FI2103;Fisica general III;3;FI1101|MA1102;;8;ROJAS PEREZ FRANCISCO;MIE;13;0;14;50
FI2103;Fisica general III;3;FI1101|MA1102;;8;ROJAS PEREZ FRANCISCO;VIE;13;0;14;50
FI2103;Fisica general III;3;FI1101|MA1102;;9;ROJAS ROJAS LAURA;MAR;9;30;11;20
FI2103;Fisica general III;3;FI1101|MA1102;;9;ROJAS ROJAS LAURA;JUE;9;30;11;20
FI2103;Fisica general III;3;FI1101|MA1102;;10;SEGURA ZARATE ANA YANCY;MIE;7;30;9;20
FI2103;Fisica general III;3;FI1101|MA1102;;10;SEGURA ZARATE ANA YANCY;VIE;7;30;9;20
IF3502;Instrumentacion I;1;;MT2001|MT2002;1;FONT CRUZ EDUARDO;MAR;9;30;11;20
IF3502;Instrumentacion I;1;;MT2001|MT2002;2;MOYA SERRANO ROY DAVID;MAR;7;30;9;20
MI3117;Dinamica;3;MI2106;;1;MONTERO JIMENEZ JUAN JOSE;MIE;13;0;16;50
MI3117;Dinamica;3;MI2106;;2;OTAROLA ZUÑIGA CARLOS;MAR;17;0;20;50
MI3117;Dinamica;3;MI2106;;3;RICHMOND NAVARRO GUSTAVO;LUN;7;30;11;20
MI2101;Dibujo tecnico;3;MA0101;;1;BERMUDEZ CHACON MARVIN;LUN;7;30;11;20
MI2101;Dibujo tecnico;3;MA0101;;2;BONILLA GUIDO FRANCISCO;LUN;17;0;20;50
MI2101;Dibujo tecnico;3;MA0101;;3;BONILLA GUIDO FRANCISCO;MAR;17;0;20;50
MI2101;Dibujo tecnico;3;MA0101;;4;CORDOBA RAMIREZ LUIS FELIPE;MAR;7;30;11;20
MI2101;Dibujo tecnico;3;MA0101;;5;GUZMAN CONEJO JOSHUA;MIE;17;0;20;50
MI2101;Dibujo tecnico;3;MA0101;;6;HERNANDEZ GONZALEZ VICTOR JULIO;MIE;17;0;20;50
MI2101;Dibujo tecnico;3;MA0101;;7;HERNANDEZ GONZALEZ VICTOR JULIO;JUE;13;0;16;50
MI2101;Dibujo tecnico;3;MA0101;;8;JACKSON QUIROS HERBERT;VIE;7;30;11;20
MI2101;Dibujo tecnico;3;MA0101;;9;JIMENEZ CECILIANO MAXIMINO;MAR;17;0;20;50
MI2101;Dibujo tecnico;3;MA0101;;10;MARIN GUILLEN FRANK;MIE;7;30;11;20
MI2101;Dibujo tecnico;3;MA0101;;11;MARIN GUILLEN FRANK;MIE;13;0;16;50
MI2101;Dibujo tecnico;3;MA0101;;12;ROJAS GOMEZ JULIO CESAR;VIE;13;0;16;50
MI2101;Dibujo tecnico;3;MA0101;;13;UREÑA SANDI NOEL;VIE;7;30;11;20
MI2106;Estatica;3;FI1101;;1;GUERRERO FERNANDEZ JUAN LUIS;MAR;7;30;11;20
MI2106;Estatica;3;FI1101;;2;MATA COTO MANUEL;LUN;7;30;11;20
MI2106;Estatica;3;FI1101;;3;MATA COTO MANUEL;JUE;7;30;11;20
MI2106;Estatica;3;FI1101;;4;MONTERO JIMENEZ JUAN JOSE;JUE;13;0;16;50
MI2106;Estatica;3;FI1101;;5;MORERA HIDALGO JULIO;MAR;7;30;11;20
MI2106;Estatica;3;FI1101;;6;MORERA HIDALGO JULIO;MIE;7;30;11;20
MI2106;Estatica;3;FI1101;;7;SALAS MOYA LAURA;VIE;7;30;11;20
MI2106;Estatica;3;FI1101;;8;VEGA SANCHEZ CHRISTOPHER;MAR;13;0;16;50
MT2001;Circuitos electricos en CC y CA;3;FI1102;;1;MEZA OBANDO FELIPE;MAR;7;30;9;20
MT2001;Circuitos electricos en CC y CA;3;FI1102;;1;MEZA OBANDO FELIPE;JUE;7;30;9;20
MT2001;Circuitos electricos en CC y CA;3;FI1102;;2;MEZA OBANDO FELIPE;MAR;15;0;16;50
MT2001;Circuitos electricos en CC y CA;3;FI1102;;2;MEZA OBANDO FELIPE;JUE;15;0;16;50
MT2001;Circuitos electricos en CC y CA;3;FI1102;;3;VAQUERANO PINEDA NICOLAS;MAR;9;30;11;20
MT2001;Circuitos electricos en CC y CA;3;FI1102;;3;VAQUERANO PINEDA NICOLAS;JUE;9;30;11;20
MT2002;Laboratorio de circuitos de corriente continua y corriente alterna;1;MA1102;MT2001;1;ARIAS ESQUIVEL YEINER;MAR;13;0;14;50
MT2002;Laboratorio de circuitos de corriente continua y corriente alterna;1;MA1102;MT2001;2;ASENJO CASTILLO EDUARDO JOSE;MIE;15;0;16;50
MT2002;Laboratorio de circuitos de corriente continua y corriente alterna;1;MA1102;MT2001;3;MELENDEZ POLTRONIERI ROGER;MAR;18;0;19;50
MT2002;Laboratorio de circuitos de corriente continua y corriente alterna;1;MA1102;MT2001;4;VILCHEZ MONGE MARTA;MIE;7;30;9;20
CA2125;Elementos de computacion;3;;;1;BOGARIN NAVARRO RODRIGO;MAR;19;0;20;50
CA2125;Elementos de computacion;3;;;1;BOGARIN NAVARRO RODRIGO;JUE;19;0;20;50
CA2125;Elementos de computacion;3;;;2;CAMPOS FERNANDEZ IVAN;MAR;17;0;18;50
CA2125;Elementos de computacion;3;;;2;CAMPOS FERNANDEZ IVAN;JUE;17;0;18;50
CA2125;Elementos de computacion;3;;;3;CAMPOS FERNANDEZ IVAN;MAR;19;0;20;50
CA2125;Elementos de computacion;3;;;3;CAMPOS FERNANDEZ IVAN;JUE;19;0;20;50
CA2125;Elementos de computacion;3;;;4;CERDAS QUESADA IVANNIA;MAR;13;0;14;50
CA2125;Elementos de computacion;3;;;4;CERDAS QUESADA IVANNIA;JUE;13;0;14;50
CA2125;Elementos de computacion;3;;;5;COTO SARMIENTO LAURA;MAR;7;30;9;20
CA2125;Elementos de computacion;3;;;5;COTO SARMIENTO LAURA;JUE;7;30;9;20
CA2125;Elementos de computacion;3;;;6;COTO SARMIENTO LAURA;MAR;9;30;11;20
CA2125;Elementos de computacion;3;;;6;COTO SARMIENTO LAURA;JUE;9;30;11;20
CA2125;Elementos de computacion;3;;;7;HERNANDEZ SIBAJA BRYAN;MAR;13;0;14;50
CA2125;Elementos de computacion;3;;;7;HERNANDEZ SIBAJA BRYAN;JUE;13;0;14;50
CA2125;Elementos de computacion;3;;;8;MATA RODRIGUEZ WILLIAM;MIE;9;30;11;20
CA2125;Elementos de computacion;3;;;8;MATA RODRIGUEZ WILLIAM;VIE;9;30;11;20
CA2125;Elementos de computacion;3;;;12;MATA RODRIGUEZ WILLIAM;MIE;9;30;11;20
CA2125;Elementos de computacion;3;;;12;MATA RODRIGUEZ WILLIAM;VIE;9;30;11;20
CA2125;Elementos de computacion;3;;;13;MATA RODRIGUEZ WILLIAM;MIE;7;30;9;20
CA2125;Elementos de computacion;3;;;13;MATA RODRIGUEZ WILLIAM;VIE;7;30;9;20
CA2125;Elementos de computacion;3;;;9;NAVAS SU JOSE DOLORES;MAR;19;0;20;50
CA2125;Elementos de computacion;3;;;9;NAVAS SU JOSE DOLORES;JUE;19;0;20;50
CA2125;Elementos de computacion;3;;;10;QUIROS RAMIREZ FRANCO;MIE;13;0;14;50
CA2125;Elementos de computacion;3;;;10;QUIROS RAMIREZ FRANCO;VIE;13;0;14;50
CA2125;Elementos de computacion;3;;;11;VILLALOBOS ARIAS LUIS ROBERTO;MAR;17;0;18;50
CA2125;Elementos de computacion;3;;;11;VILLALOBOS ARIAS LUIS ROBERTO;JUE;17;0;18;50
PI2609;Probabilidad y estadistica;2;MA2104;;1;HASBUM FERNANDEZ IVANNIA;MIE;13;0;15;50
PI2609;Probabilidad y estadistica;2;MA2104;;1;HASBUM FERNANDEZ IVANNIA;JUE;13;0;15;50
PI2609;Probabilidad y estadistica;2;MA2104;;2;SOLANO LEANDRO PAULA;LUN;7;30;10;20
PI2610;Probabilidad y estadistica I;3;MA1102;CA2125;1;ALEGRIA GRANADOS MELISSA;MIE;7;30;11;20
PI2610;Probabilidad y estadistica I;3;MA1102;CA2125;2;ROBLES OBANDO NATALIA;JUE;13;0;16;50
PI2610;Probabilidad y estadistica I;3;MA1102;CA2125;3;SILES SOLANO ANA CATALINA;MIE;17;0;20;50
SO4604;Seguridad y salud ocupacional;3;FI1102;;1;CARPIO CHAVES MONICA;JUE;13;0;15;50
SO4604;Seguridad y salud ocupacional;3;FI1102;;2;MORALES MARTINEZ GABRIELA;LUN;7;30;10;20
SO4604;Seguridad y salud ocupacional;3;FI1102;;3;MORALES MARTINEZ GABRIELA;JUE;17;0;19;50
SO4604;Seguridad y salud ocupacional;3;FI1102;;4;MORALES MARTINEZ GABRIELA;MIE;13;0;15;50
SO4604;Seguridad y salud ocupacional;3;FI1102;;5;MORALES MARTINEZ GABRIELA;VIE;7;30;10;20
EL2113;Circuitos electricos en corriente continua;4;FI1101|MA1102;;1;HERNANDEZ RIVERA MIGUEL;LUN;7;30;9;20
EL2113;Circuitos electricos en corriente continua;4;FI1101|MA1102;;1;HERNANDEZ RIVERA MIGUEL;MIE;7;30;9;20
EL2113;Circuitos electricos en corriente continua;4;FI1101|MA1102;;2;PEREZ RODRIGUEZ JAVIER;MAR;9;30;11;20
EL2113;Circuitos electricos en corriente continua;4;FI1101|MA1102;;2;PEREZ RODRIGUEZ JAVIER;JUE;9;30;11;20
EL2113;Circuitos electricos en corriente continua;4;FI1101|MA1102;;3;PICADO GARCIA FABIAN ALBERTO;LUN;7;30;11;20
EL2113;Circuitos electricos en corriente continua;4;FI1101|MA1102;;4;VEGA CASTILLO PAOLA;MIE;9;30;11;20
EL2113;Circuitos electricos en corriente continua;4;FI1101|MA1102;;4;VEGA CASTILLO PAOLA;VIE;9;30;11;20
EL2114;Circuitos electricos en corriente alterna;4;EL2113;EL2207;1;CHINCHILLA VARGAS ERICK GUSTAVO;MIE;17;0;18;50
EL2114;Circuitos electricos en corriente alterna;4;EL2113;EL2207;1;CHINCHILLA VARGAS ERICK GUSTAVO;VIE;17;0;18;50
EL2114;Circuitos electricos en corriente alterna;4;EL2113;EL2207;2;HERRERO CHAVARRIA FELIPE;MAR;17;0;18;50
EL2114;Circuitos electricos en corriente alterna;4;EL2113;EL2207;2;HERRERO CHAVARRIA FELIPE;JUE;17;0;18;50
EL2114;Circuitos electricos en corriente alterna;4;EL2113;EL2207;3;QUIROS SOLANO WILLIAM;MAR;9;30;11;20
EL2114;Circuitos electricos en corriente alterna;4;EL2113;EL2207;3;QUIROS SOLANO WILLIAM;JUE;9;30;11;20
EL2114;Circuitos electricos en corriente alterna;4;EL2113;EL2207;4;VALVERDE GARDELA HEBERTH;MIE;7;30;9;20
EL2114;Circuitos electricos en corriente alterna;4;EL2113;EL2207;4;VALVERDE GARDELA HEBERTH;VIE;7;30;9;20
EL2207;Elementos activos;4;EL2113;;1;MONTERO RODRIGUEZ JUAN JOSE;MAR;7;30;9;20
EL2207;Elementos activos;4;EL2113;;1;MONTERO RODRIGUEZ JUAN JOSE;JUE;7;30;9;20
EL2207;Elementos activos;4;EL2113;;2;PINNOCK CHACON MAC ALFRED;MIE;17;0;18;50
EL2207;Elementos activos;4;EL2113;;2;PINNOCK CHACON MAC ALFRED;VIE;9;30;11;20
EL2207;Elementos activos;4;EL2113;;3;SEGURA QUIROS CARLOS;MAR;15;0;16;50
EL2207;Elementos activos;4;EL2113;;3;SEGURA QUIROS CARLOS;JUE;15;0;16;50
EL2207;Elementos activos;4;EL2113;;4;VEGA CASTILLO PAOLA;MIE;15;0;16;50
EL2207;Elementos activos;4;EL2113;;4;VEGA CASTILLO PAOLA;VIE;15;0;16;50
CI1106;Comunicacion escrita;2;;;1;AMADOR SOLANO GABRIELA;JUE;9;30;12;20
CI1106;Comunicacion escrita;2;;;2;ARCE FUENTES JOSE DANIEL;LUN;18;0;20;50
CI1106;Comunicacion escrita;2;;;3;RIOS SANCHEZ ARMANDO;MIE;13;0;15;50
CI1106;Comunicacion escrita;2;;;4;ROMERO ALVAREZ ERICKA;MAR;13;0;15;50
CI1106;Comunicacion escrita;2;;;5;VARGAS CASTRO ERICKA;MIE;9;30;12;20
CI1107;Comunicacion oral;1;CI1106;;1;AMADOR SOLANO GABRIELA;MAR;9;30;12;20
CI1107;Comunicacion oral;1;CI1106;;2;AMADOR SOLANO GABRIELA;VIE;9;30;12;20
CI1107;Comunicacion oral;1;CI1106;;3;ARCE FUENTES JOSE DANIEL;JUE;18;0;20;50
CI1107;Comunicacion oral;1;CI1106;;4;ARCE FUENTES JOSE DANIEL;VIE;17;0;19;50
CI1107;Comunicacion oral;1;CI1106;;5;CASTILLO RODRIGUEZ LARISSA;LUN;7;30;10;20
CI1107;Comunicacion oral;1;CI1106;;6;CASTILLO RODRIGUEZ LARISSA;LUN;18;0;20;50
CI1107;Comunicacion oral;1;CI1106;;7;CASTILLO RODRIGUEZ LARISSA;MAR;7;30;10;20
CI1107;Comunicacion oral;1;CI1106;;8;CASTILLO RODRIGUEZ LARISSA;MAR;13;0;15;50
CI1107;Comunicacion oral;1;CI1106;;9;CASTILLO RODRIGUEZ LARISSA;MAR;16;0;18;50
CI1107;Comunicacion oral;1;CI1106;;10;CASTILLO RODRIGUEZ LARISSA;MIE;7;30;10;20
CI1107;Comunicacion oral;1;CI1106;;11;MORALES GARAY SARAY;MAR;7;30;10;20
CI1107;Comunicacion oral;1;CI1106;;12;MORALES GARAY SARAY;JUE;7;30;10;20
CI1107;Comunicacion oral;1;CI1106;;13;MORALES GARAY SARAY;VIE;7;30;10;20
CI1107;Comunicacion oral;1;CI1106;;14;MORALES SOLANO PAOLA NATALIA;LUN;18;0;20;50
CI1107;Comunicacion oral;1;CI1106;;15;MORALES SOLANO PAOLA NATALIA;JUE;17;0;19;50
CI1107;Comunicacion oral;1;CI1106;;16;MORALES SOLANO PAOLA NATALIA;VIE;16;0;18;50
CI1107;Comunicacion oral;1;CI1106;;17;PEREZ ROJAS NELSON;LUN;9;30;12;20
CI1107;Comunicacion oral;1;CI1106;;18;PEREZ ROJAS NELSON;JUE;9;30;12;20
CI1107;Comunicacion oral;1;CI1106;;19;RIOS SANCHEZ ARMANDO;MIE;9;30;12;20
CI1107;Comunicacion oral;1;CI1106;;20;RODRIGUEZ HERRA NATALIA;MIE;13;0;15;50
CI1107;Comunicacion oral;1;CI1106;;21;RODRIGUEZ HERRA NATALIA;MIE;17;0;19;50
CI1107;Comunicacion oral;1;CI1106;;22;ROMERO ALVAREZ ERICKA;JUE;9;30;12;20
CI1107;Comunicacion oral;1;CI1106;;23;ROMERO ALVAREZ ERICKA;JUE;13;0;15;50
CI1107;Comunicacion oral;1;CI1106;;24;ROMERO ALVAREZ ERICKA;VIE;9;30;12;20
CI1107;Comunicacion oral;1;CI1106;;25;SANCHEZ SANCHEZ DANIELA;MIE;16;0;18;50
CI1107;Comunicacion oral;1;CI1106;;26;SHILTAGH PRADA DIMITRI;MAR;13;0;15;50
CI1107;Comunicacion oral;1;CI1106;;27;SHILTAGH PRADA DIMITRI;MAR;18;0;20;50
CI1107;Comunicacion oral;1;CI1106;;28;SHILTAGH PRADA DIMITRI;MIE;13;0;15;50
CI1107;Comunicacion oral;1;CI1106;;29;SHILTAGH PRADA DIMITRI;MIE;18;0;20;50
CI1107;Comunicacion oral;1;CI1106;;30;SHILTAGH PRADA DIMITRI;JUE;13;0;15;50
CI1107;Comunicacion oral;1;CI1106;;31;SHILTAGH PRADA DIMITRI;VIE;13;0;15;50
CI1107;Comunicacion oral;1;CI1106;;32;SOLANO MORAGA SIGRID;JUE;15;0;17;50
CI1230;Ingles I;2;CI0200|CI0202;;1;ALBERTAZZI OSORIO SONIA;MAR;7;30;10;20
CI1230;Ingles I;2;CI0200|CI0202;;2;ALBERTAZZI OSORIO SONIA;JUE;13;0;15;50
CI1230;Ingles I;2;CI0200|CI0202;;11;BRENES ROJAS LEONARDO;LUN;7;30;10;20
